2005-01-03, 504.8999938964844
2005-01-04, 518.5
2005-01-05, 493.0
2005-01-06, 464.1000061035156
2005-01-07, 459.0
2005-01-10, 450.5
2005-01-11, 425.0
2005-01-12, 435.20001220703125
2005-01-13, 416.5
2005-01-14, 391.0
2005-01-18, 404.6000061035156
2005-01-19, 411.3999938964844
2005-01-20, 416.5
2005-01-21, 409.70001220703125
2005-01-24, 408.0
2005-01-25, 414.79998779296875
2005-01-26, 399.5
2005-01-27, 374.0
2005-01-28, 389.29998779296875
2005-01-31, 425.0
2005-02-01, 411.3999938964844
2005-02-02, 411.3999938964844
2005-02-03, 397.79998779296875
2005-02-04, 384.20001220703125
2005-02-07, 399.5
2005-02-08, 401.20001220703125
2005-02-09, 384.20001220703125
2005-02-10, 384.20001220703125
2005-02-11, 374.0
2005-02-14, 365.5
2005-02-15, 372.29998779296875
2005-02-16, 367.20001220703125
2005-02-17, 357.0
2005-02-18, 346.79998779296875
2005-02-22, 355.29998779296875
2005-02-23, 345.1000061035156
2005-02-24, 357.0
2005-02-25, 351.8999938964844
2005-02-28, 341.70001220703125
2005-03-01, 343.3999938964844
2005-03-02, 341.70001220703125
2005-03-03, 341.70001220703125
2005-03-04, 350.20001220703125
2005-03-07, 357.0
2005-03-08, 345.1000061035156
2005-03-09, 358.70001220703125
2005-03-10, 357.0
2005-03-11, 360.3999938964844
2005-03-14, 350.20001220703125
2005-03-15, 355.29998779296875
2005-03-16, 355.29998779296875
2005-03-17, 357.0
2005-03-18, 348.5
2005-03-21, 348.5
2005-03-22, 348.5
2005-03-23, 353.6000061035156
2005-03-24, 348.5
2005-03-28, 357.0
2005-03-29, 343.3999938964844
2005-03-30, 297.5
2005-03-31, 275.3999938964844
2005-04-01, 255.0
2005-04-04, 219.3000030517578
2005-04-05, 226.10000610351562
2005-04-06, 241.39999389648438
2005-04-07, 251.60000610351562
2005-04-08, 238.0
2005-04-11, 229.5
2005-04-12, 226.10000610351562
2005-04-13, 239.6999969482422
2005-04-14, 255.0
2005-04-15, 282.20001220703125
2005-04-18, 297.5
2005-04-19, 277.1000061035156
2005-04-20, 275.3999938964844
2005-04-21, 287.29998779296875
2005-04-22, 316.20001220703125
2005-04-25, 263.5
2005-04-26, 314.5
2005-04-27, 338.29998779296875
2005-04-28, 340.0
2005-04-29, 340.0
2005-05-02, 331.5
2005-05-03, 336.6000061035156
2005-05-04, 323.0
2005-05-05, 309.3999938964844
2005-05-06, 416.5
2005-05-09, 396.1000061035156
2005-05-10, 391.0
2005-05-11, 358.70001220703125
2005-05-12, 362.1000061035156
2005-05-13, 370.6000061035156
2005-05-16, 377.3999938964844
2005-05-17, 368.8999938964844
2005-05-18, 384.20001220703125
2005-05-19, 355.29998779296875
2005-05-20, 357.0
2005-05-23, 345.1000061035156
2005-05-24, 340.0
2005-05-25, 334.8999938964844
2005-05-26, 306.0
2005-05-27, 300.8999938964844
2005-05-31, 311.1000061035156
2005-06-01, 314.5
2005-06-02, 336.6000061035156
2005-06-03, 338.29998779296875
2005-06-06, 340.0
2005-06-07, 319.6000061035156
2005-06-08, 338.29998779296875
2005-06-09, 316.20001220703125
2005-06-10, 312.79998779296875
2005-06-13, 306.0
2005-06-14, 316.20001220703125
2005-06-15, 321.29998779296875
2005-06-16, 292.3999938964844
2005-06-17, 292.3999938964844
2005-06-20, 290.70001220703125
2005-06-21, 300.8999938964844
2005-06-22, 290.70001220703125
2005-06-23, 270.29998779296875
2005-06-24, 266.8999938964844
2005-06-27, 278.79998779296875
2005-06-28, 266.8999938964844
2005-06-29, 268.6000061035156
2005-06-30, 277.1000061035156
2005-07-01, 272.0
2005-07-05, 258.3999938964844
2005-07-06, 261.79998779296875
2005-07-07, 265.20001220703125
2005-07-08, 263.5
2005-07-11, 272.0
2005-07-12, 268.6000061035156
2005-07-13, 255.0
2005-07-14, 260.1000061035156
2005-07-15, 261.79998779296875
2005-07-18, 260.1000061035156
2005-07-19, 261.79998779296875
2005-07-20, 258.3999938964844
2005-07-21, 253.3000030517578
2005-07-22, 253.3000030517578
2005-07-25, 244.8000030517578
2005-07-26, 260.1000061035156
2005-07-27, 241.39999389648438
2005-07-28, 238.0
2005-07-29, 239.6999969482422
2005-08-01, 238.0
2005-08-02, 248.1999969482422
2005-08-03, 239.6999969482422
2005-08-04, 234.60000610351562
2005-08-05, 238.0
2005-08-08, 239.6999969482422
2005-08-09, 239.6999969482422
2005-08-10, 234.60000610351562
2005-08-11, 243.10000610351562
2005-08-12, 229.5
2005-08-15, 229.5
2005-08-16, 212.5
2005-08-17, 226.10000610351562
2005-08-18, 236.3000030517578
2005-08-19, 226.10000610351562
2005-08-22, 217.60000610351562
2005-08-23, 214.1999969482422
2005-08-24, 210.8000030517578
2005-08-25, 239.6999969482422
2005-08-26, 224.39999389648438
2005-08-29, 217.60000610351562
2005-08-30, 227.8000030517578
2005-08-31, 239.6999969482422
2005-09-01, 229.5
2005-09-02, 224.39999389648438
2005-09-06, 238.0
2005-09-07, 246.5
2005-09-08, 251.60000610351562
2005-09-09, 249.89999389648438
2005-09-12, 255.0
2005-09-13, 258.3999938964844
2005-09-14, 265.20001220703125
2005-09-15, 265.20001220703125
2005-09-16, 256.70001220703125
2005-09-19, 236.3000030517578
2005-09-20, 265.20001220703125
2005-09-21, 260.1000061035156
2005-09-22, 249.89999389648438
2005-09-23, 253.3000030517578
2005-09-26, 248.1999969482422
2005-09-27, 232.89999389648438
2005-09-28, 227.8000030517578
2005-09-29, 243.10000610351562
2005-09-30, 243.10000610351562
2005-10-03, 238.0
2005-10-04, 222.6999969482422
2005-10-05, 222.6999969482422
2005-10-06, 231.1999969482422
2005-10-07, 221.0
2005-10-10, 224.39999389648438
2005-10-11, 219.3000030517578
2005-10-12, 207.39999389648438
2005-10-13, 204.0
2005-10-14, 187.0
2005-10-17, 197.1999969482422
2005-10-18, 207.39999389648438
2005-10-19, 221.0
2005-10-20, 222.6999969482422
2005-10-21, 212.5
2005-10-24, 200.60000610351562
2005-10-25, 214.1999969482422
2005-10-26, 204.0
2005-10-27, 176.8000030517578
2005-10-28, 204.0
2005-10-31, 204.0
2005-11-01, 204.0
2005-11-02, 171.6999969482422
2005-11-03, 164.89999389648438
2005-11-04, 175.10000610351562
2005-11-07, 173.39999389648438
2005-11-08, 161.5
2005-11-09, 142.8000030517578
2005-11-10, 136.0
2005-11-11, 119.0
2005-11-14, 153.0
2005-11-15, 144.5
2005-11-16, 132.60000610351562
2005-11-17, 122.4000015258789
2005-11-18, 120.69999694824219
2005-11-21, 127.5
2005-11-22, 112.19999694824219
2005-11-23, 122.4000015258789
2005-11-25, 119.0
2005-11-28, 124.0999984741211
2005-11-29, 115.5999984741211
2005-11-30, 107.0999984741211
2005-12-01, 103.69999694824219
2005-12-02, 103.69999694824219
2005-12-05, 96.9000015258789
2005-12-06, 85.0
2005-12-07, 83.30000305175781
2005-12-08, 71.4000015258789
2005-12-09, 115.5999984741211
2005-12-12, 112.19999694824219
2005-12-13, 113.9000015258789
2005-12-14, 105.4000015258789
2005-12-15, 110.5
2005-12-16, 96.9000015258789
2005-12-19, 102.0
2005-12-20, 95.19999694824219
2005-12-21, 105.4000015258789
2005-12-22, 137.6999969482422
2005-12-23, 129.1999969482422
2005-12-27, 103.69999694824219
2005-12-28, 105.4000015258789
2005-12-29, 88.4000015258789
2005-12-30, 95.19999694824219
2006-01-03, 86.69999694824219
2006-01-04, 86.69999694824219
2006-01-05, 78.19999694824219
2006-01-06, 71.4000015258789
2006-01-09, 76.5
2006-01-10, 85.0
2006-01-11, 86.69999694824219
2006-01-12, 76.5
2006-01-13, 85.0
2006-01-17, 86.69999694824219
2006-01-18, 81.5999984741211
2006-01-19, 81.5999984741211
2006-01-20, 81.5999984741211
2006-01-23, 110.5
2006-01-24, 103.69999694824219
2006-01-25, 107.0999984741211
2006-01-26, 113.9000015258789
2006-01-27, 110.5
2006-01-30, 108.80000305175781
2006-01-31, 119.0
2006-02-01, 120.69999694824219
2006-02-02, 108.80000305175781
2006-02-03, 110.5
2006-02-06, 117.30000305175781
2006-02-07, 127.5
2006-02-08, 119.0
2006-02-09, 108.80000305175781
2006-02-10, 115.5999984741211
2006-02-13, 119.0
2006-02-14, 119.0
2006-02-15, 117.30000305175781
2006-02-16, 110.5
2006-02-17, 110.5
2006-02-21, 110.5
2006-02-22, 110.5
2006-02-23, 105.4000015258789
2006-02-24, 98.5999984741211
2006-02-27, 102.0
2006-02-28, 102.0
2006-03-01, 100.30000305175781
2006-03-02, 96.9000015258789
2006-03-03, 98.5999984741211
2006-03-06, 96.9000015258789
2006-03-07, 95.19999694824219
2006-03-08, 98.5999984741211
2006-03-09, 96.9000015258789
2006-03-10, 96.9000015258789
2006-03-13, 98.5999984741211
2006-03-14, 103.69999694824219
2006-03-15, 115.5999984741211
2006-03-16, 119.0
2006-03-17, 107.0999984741211
2006-03-20, 117.30000305175781
2006-03-21, 120.69999694824219
2006-03-22, 125.80000305175781
2006-03-23, 119.0
2006-03-24, 153.0
2006-03-27, 153.0
2006-03-28, 158.10000610351562
2006-03-29, 153.0
2006-03-30, 153.0
2006-03-31, 153.0
2006-04-03, 149.60000610351562
2006-04-04, 146.1999969482422
2006-04-05, 149.60000610351562
2006-04-06, 153.0
2006-04-07, 149.60000610351562
2006-04-10, 149.60000610351562
2006-04-11, 153.0
2006-04-12, 149.60000610351562
2006-04-13, 136.0
2006-04-17, 132.60000610351562
2006-04-18, 136.0
2006-04-19, 127.5
2006-04-20, 127.5
2006-04-21, 127.5
2006-04-24, 62.900001525878906
2006-04-25, 110.5
2006-04-26, 120.69999694824219
2006-04-27, 110.5
2006-04-28, 102.0
2006-05-01, 107.0999984741211
2006-05-02, 113.9000015258789
2006-05-03, 117.30000305175781
2006-05-04, 102.0
2006-05-05, 122.4000015258789
2006-05-08, 119.0
2006-05-09, 119.0
2006-05-10, 115.5999984741211
2006-05-11, 112.19999694824219
2006-05-12, 113.9000015258789
2006-05-15, 117.30000305175781
2006-05-16, 102.0
2006-05-17, 110.5
2006-05-18, 110.5
2006-05-19, 88.4000015258789
2006-05-22, 110.5
2006-05-23, 102.0
2006-05-24, 110.5
2006-05-25, 117.30000305175781
2006-05-26, 117.30000305175781
2006-05-30, 119.0
2006-05-31, 119.0
2006-06-01, 119.0
2006-06-02, 119.0
2006-06-05, 119.0
2006-06-06, 119.0
2006-06-07, 119.0
2006-06-08, 108.80000305175781
2006-06-09, 115.5999984741211
2006-06-12, 107.0999984741211
2006-06-13, 93.5
2006-06-14, 102.0
2006-06-15, 102.0
2006-06-16, 110.5
2006-06-19, 108.80000305175781
2006-06-20, 110.5
2006-06-21, 102.0
2006-06-22, 115.5999984741211
2006-06-23, 113.9000015258789
2006-06-26, 110.5
2006-06-27, 110.5
2006-06-28, 110.5
2006-06-29, 102.0
2006-06-30, 110.5
2006-07-03, 93.5
2006-07-05, 103.69999694824219
2006-07-06, 110.5
2006-07-07, 110.5
2006-07-10, 76.5
2006-07-11, 76.5
2006-07-12, 68.0
2006-07-13, 68.0
2006-07-14, 62.900001525878906
2006-07-17, 66.30000305175781
2006-07-18, 66.30000305175781
2006-07-19, 66.30000305175781
2006-07-20, 62.900001525878906
2006-07-21, 59.5
2006-07-24, 59.5
2006-07-25, 47.599998474121094
2006-07-26, 51.0
2006-07-27, 52.70000076293945
2006-07-28, 51.0
2006-07-31, 42.5
2006-08-01, 44.20000076293945
2006-08-02, 44.20000076293945
2006-08-03, 45.900001525878906
2006-08-04, 47.599998474121094
2006-08-07, 44.20000076293945
2006-08-08, 34.0
2006-08-09, 35.70000076293945
2006-08-10, 30.600000381469727
2006-08-11, 34.0
2006-08-14, 37.400001525878906
2006-08-15, 34.0
2006-08-16, 34.0
2006-08-17, 32.29999923706055
2006-08-18, 27.200000762939453
2006-08-21, 37.400001525878906
2006-08-22, 32.29999923706055
2006-08-23, 28.899999618530273
2006-08-24, 27.200000762939453
2006-08-25, 27.200000762939453
2006-08-28, 23.799999237060547
2006-08-29, 11.899999618530273
2006-08-30, 17.0
2006-08-31, 17.0
2006-09-01, 15.300000190734863
2006-09-05, 15.300000190734863
2006-09-06, 22.100000381469727
2006-09-07, 25.5
2006-09-08, 25.5
2006-09-11, 28.899999618530273
2006-09-12, 28.899999618530273
2006-09-13, 25.5
2006-09-14, 22.100000381469727
2006-09-15, 22.100000381469727
2006-09-18, 23.799999237060547
2006-09-19, 20.399999618530273
2006-09-20, 22.100000381469727
2006-09-21, 18.700000762939453
2006-09-22, 22.100000381469727
2006-09-25, 23.799999237060547
2006-09-26, 23.799999237060547
2006-09-27, 20.399999618530273
2006-09-28, 23.799999237060547
2006-09-29, 25.5
2006-10-02, 22.100000381469727
2006-10-03, 25.5
2006-10-04, 23.799999237060547
2006-10-05, 28.899999618530273
2006-10-06, 28.899999618530273
2006-10-09, 28.899999618530273
2006-10-10, 27.200000762939453
2006-10-11, 28.899999618530273
2006-10-12, 23.799999237060547
2006-10-13, 25.5
2006-10-16, 30.600000381469727
2006-10-17, 27.200000762939453
2006-10-18, 25.5
2006-10-19, 25.5
2006-10-20, 25.5
2006-10-23, 23.799999237060547
2006-10-24, 22.100000381469727
2006-10-25, 22.100000381469727
2006-10-26, 22.100000381469727
2006-10-27, 20.399999618530273
2006-10-30, 18.700000762939453
2006-10-31, 18.700000762939453
2006-11-01, 17.0
2006-11-02, 13.600000381469727
2006-11-03, 15.300000190734863
2006-11-06, 13.600000381469727
2006-11-07, 13.600000381469727
2006-11-08, 13.600000381469727
2006-11-09, 13.600000381469727
2006-11-10, 13.600000381469727
2006-11-13, 15.300000190734863
2006-11-14, 13.600000381469727
2006-11-15, 11.899999618530273
2006-11-16, 10.199999809265137
2006-11-17, 11.899999618530273
2006-11-20, 11.899999618530273
2006-11-21, 10.199999809265137
2006-11-22, 13.600000381469727
2006-11-24, 13.600000381469727
2006-11-27, 13.600000381469727
2006-11-28, 11.899999618530273
2006-11-29, 11.899999618530273
2006-11-30, 15.300000190734863
2006-12-01, 11.899999618530273
2006-12-04, 11.899999618530273
2006-12-05, 10.199999809265137
2006-12-06, 10.199999809265137
2006-12-07, 11.899999618530273
2006-12-08, 11.899999618530273
2006-12-11, 11.899999618530273
2006-12-12, 10.199999809265137
2006-12-13, 10.199999809265137
2006-12-14, 10.199999809265137
2006-12-15, 10.199999809265137
2006-12-18, 10.199999809265137
2006-12-19, 10.199999809265137
2006-12-20, 10.199999809265137
2006-12-21, 8.5
2006-12-22, 8.5
2006-12-26, 8.5
2006-12-27, 10.199999809265137
2006-12-28, 10.199999809265137
2006-12-29, 10.199999809265137
2007-01-03, 10.199999809265137
2007-01-04, 10.199999809265137
2007-01-05, 11.899999618530273
2007-01-08, 11.899999618530273
2007-01-09, 10.199999809265137
2007-01-10, 11.899999618530273
2007-01-11, 11.899999618530273
2007-01-12, 8.5
2007-01-16, 10.199999809265137
2007-01-17, 8.5
2007-01-18, 8.5
2007-01-19, 8.5
2007-01-22, 8.5
2007-01-23, 8.5
2007-01-24, 8.5
2007-01-25, 10.199999809265137
2007-01-26, 8.5
2007-01-29, 8.5
2007-01-30, 8.5
2007-01-31, 8.5
2007-02-01, 8.5
2007-02-02, 6.800000190734863
2007-02-05, 6.800000190734863
2007-02-06, 8.5
2007-02-07, 6.800000190734863
2007-02-08, 5.099999904632568
2007-02-09, 6.800000190734863
2007-02-12, 6.800000190734863
2007-02-13, 8.5
2007-02-14, 10.199999809265137
2007-02-15, 8.5
2007-02-16, 8.5
2007-02-20, 10.199999809265137
2007-02-21, 10.199999809265137
2007-02-22, 10.199999809265137
2007-02-23, 10.199999809265137
2007-02-26, 11.899999618530273
2007-02-27, 10.199999809265137
2007-02-28, 10.199999809265137
2007-03-01, 10.199999809265137
2007-03-02, 11.899999618530273
2007-03-05, 11.899999618530273
2007-03-06, 15.300000190734863
2007-03-07, 15.300000190734863
2007-03-08, 15.300000190734863
2007-03-09, 15.300000190734863
2007-03-12, 15.300000190734863
2007-03-13, 15.300000190734863
2007-03-14, 15.300000190734863
2007-03-15, 15.300000190734863
2007-03-16, 15.300000190734863
2007-03-19, 15.300000190734863
2007-03-20, 15.300000190734863
2007-03-21, 17.0
2007-03-22, 15.300000190734863
2007-03-23, 15.300000190734863
2007-03-26, 15.300000190734863
2007-03-27, 15.300000190734863
2007-03-28, 15.300000190734863
2007-03-29, 15.300000190734863
2007-03-30, 17.0
2007-04-02, 15.300000190734863
2007-04-03, 17.0
2007-04-04, 17.0
2007-04-05, 15.300000190734863
2007-04-09, 15.300000190734863
2007-04-10, 15.300000190734863
2007-04-11, 15.300000190734863
2007-04-12, 13.600000381469727
2007-04-13, 13.600000381469727
2007-04-16, 15.300000190734863
2007-04-17, 11.899999618530273
2007-04-18, 13.600000381469727
2007-04-19, 11.899999618530273
2007-04-20, 11.899999618530273
2007-04-23, 11.899999618530273
2007-04-24, 11.899999618530273
2007-04-25, 11.899999618530273
2007-04-26, 15.300000190734863
2007-04-27, 17.0
2007-04-30, 15.300000190734863
2007-05-01, 17.0
2007-05-02, 17.0
2007-05-03, 17.0
2007-05-04, 15.300000190734863
2007-05-07, 13.600000381469727
2007-05-08, 13.600000381469727
2007-05-09, 17.0
2007-05-10, 13.600000381469727
2007-05-11, 13.600000381469727
2007-05-14, 13.600000381469727
2007-05-15, 13.600000381469727
2007-05-16, 13.600000381469727
2007-05-17, 13.600000381469727
2007-05-18, 13.600000381469727
2007-05-21, 13.600000381469727
2007-05-22, 13.600000381469727
2007-05-23, 13.600000381469727
2007-05-24, 13.600000381469727
2007-05-25, 13.600000381469727
2007-05-29, 13.600000381469727
2007-05-30, 15.300000190734863
2007-05-31, 13.600000381469727
2007-06-01, 13.600000381469727
2007-06-04, 15.300000190734863
2007-06-05, 15.300000190734863
2007-06-06, 13.600000381469727
2007-06-07, 15.300000190734863
2007-06-08, 17.0
2007-06-11, 17.0
2007-06-12, 17.0
2007-06-13, 13.600000381469727
2007-06-14, 13.600000381469727
2007-06-15, 13.600000381469727
2007-06-18, 13.600000381469727
2007-06-19, 13.600000381469727
2007-06-20, 13.600000381469727
2007-06-21, 13.600000381469727
2007-06-22, 17.0
2007-06-25, 17.0
2007-06-26, 13.600000381469727
2007-06-27, 13.600000381469727
2007-06-28, 15.300000190734863
2007-06-29, 15.300000190734863
2007-07-02, 15.300000190734863
2007-07-03, 13.600000381469727
2007-07-05, 15.300000190734863
2007-07-06, 15.300000190734863
2007-07-09, 15.300000190734863
2007-07-10, 15.300000190734863
2007-07-11, 15.300000190734863
2007-07-12, 15.300000190734863
2007-07-13, 15.300000190734863
